category,text 
Personal,december 15 2017 radio broadcast mediapersonaltutorial told section love classical musics used listen online classical radios broadcasting musics 24×7 wondering services working post show create online radio broadcast station computer two main concepts broadcasting live audio web users source broadcaster concept shown following figure source mixxx create raw/encoded media stream send web requests broadcaster icecast broadcaster store stream temporary push audiences audiences download stream web pass player vlc played internet radio1 source receive voice/sound input stream using put http method streamer server streamer buffer received voice/sound buffer stream already started downloading stream normal audiences receive sound/voice 5-15 seconds delay buffering streaming server source buffering audiences stream server delay like delay videos youtube video services starting video play example using mixxx source icecast stream server vlc audience client working ubuntu 16.04 x64 lts stream server icecast heart broadcaster icecast heart internet radio install using following command sudo apt install icecast2 internet radio installation process done icecast asks configured configuration steps default values shown following pictures one main configuration passwords source password used source authenticate else every one use stream server broadcast 🙂 password admin password used access administrative panel icecast web interface settings configured icecast configuration file located /etc/icecast2/config.xml configuring mixxx mixxx installed using following command sudo apt install mixxx mixxx run typing mixxx terminal using desktop environment two main configuration microphone stream server configuring microphone options menu click preferences first item input/output configuration select microphone device input settings depicted following figure configuring mixxx configuring icecast mixxx options menu click preferences last item live broadcasting settings depicted following figure configuring icecast mixxx everything ok. clicking apply/ok configuration mixxx show “ connected stream server successfully ” similar success message detailed configuration described mixxx documentation page link play music mixxx audiences receive output mixxx sound/voice internet radio using mixxx icecast internet radio using mixxx icecast internet radio using mixxx icecast internet radio using mixxx icecast needed configure audience vlc start streaming clients find link right top corner icecast web interface named m3u contains link like http //your-icecast-server-ip:8000/stream internet radio using mixxx icecast start broadcast copy link return vlc click media open network stream paste link click play want save stream right click stream playing list click save dump raw output internet radio audience using vlc internet radio audience using vlc internet radio audience using vlc voila start broadcast voice world broadcast icecast internet radio mixxx currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Tutorial,december 15 2017 radio broadcast mediapersonaltutorial told section love classical musics used listen online classical radios broadcasting musics 24×7 wondering services working post show create online radio broadcast station computer two main concepts broadcasting live audio web users source broadcaster concept shown following figure source mixxx create raw/encoded media stream send web requests broadcaster icecast broadcaster store stream temporary push audiences audiences download stream web pass player vlc played internet radio1 source receive voice/sound input stream using put http method streamer server streamer buffer received voice/sound buffer stream already started downloading stream normal audiences receive sound/voice 5-15 seconds delay buffering streaming server source buffering audiences stream server delay like delay videos youtube video services starting video play example using mixxx source icecast stream server vlc audience client working ubuntu 16.04 x64 lts stream server icecast heart broadcaster icecast heart internet radio install using following command sudo apt install icecast2 internet radio installation process done icecast asks configured configuration steps default values shown following pictures one main configuration passwords source password used source authenticate else every one use stream server broadcast 🙂 password admin password used access administrative panel icecast web interface settings configured icecast configuration file located /etc/icecast2/config.xml configuring mixxx mixxx installed using following command sudo apt install mixxx mixxx run typing mixxx terminal using desktop environment two main configuration microphone stream server configuring microphone options menu click preferences first item input/output configuration select microphone device input settings depicted following figure configuring mixxx configuring icecast mixxx options menu click preferences last item live broadcasting settings depicted following figure configuring icecast mixxx everything ok. clicking apply/ok configuration mixxx show “ connected stream server successfully ” similar success message detailed configuration described mixxx documentation page link play music mixxx audiences receive output mixxx sound/voice internet radio using mixxx icecast internet radio using mixxx icecast internet radio using mixxx icecast internet radio using mixxx icecast needed configure audience vlc start streaming clients find link right top corner icecast web interface named m3u contains link like http //your-icecast-server-ip:8000/stream internet radio using mixxx icecast start broadcast copy link return vlc click media open network stream paste link click play want save stream right click stream playing list click save dump raw output internet radio audience using vlc internet radio audience using vlc internet radio audience using vlc voila start broadcast voice world broadcast icecast internet radio mixxx currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Academic,"november 24 2017 onion harvester first step tor search engines academicandrojavasearch engine knowing possible web paths world initial step making search engine se means se one analyze web material he/she likes normal domain name system tld provider top level domain sell release list domains example .com tld sell release domains end “ .com “ problem complicated tor hidden service providers post talk tool named onion harvester find initial points finding hidden services crawled tor network investigated find onion addresses question tor stack exchange network found link conclusion two ways find onion addresses starting points crawling making search engine run hidden service directory hidden service publish address 6 9 hsdirs found users tries connect brute force address space exponentially time consuming first method fails 9 hsdirs controlled tor network check 9 hsdirs status link detailed information 9 hsdirs found link therefore add hsdir without verification tor developers addition defalt answered question tor stack exchange network “ harvesting onion addresses fixed next generation tor onion services fetch list running onion services hosting hsdir anymore. ” point view tor open source run tor network add hsdirs users use network instead tor tor network check link finding run tor network general may harvest whole address space onion specific ports check service open developed small multi thread java application named “ onion harvester ” harvest onion addresses generate onion addresses starting “ aaaaaaaaaaaaaaaa.onion ” “ 7777777777777777.onion ” address base-32 contains alphabet numbers except 0,1,8,9 totally addresses small program added flexibility program got exit signal stores next onion address resume program added switch –start resume scanning added configurable local tor socks5 address default tor bundle uses 127.0.0.1:9150 socks5 proxy tor binary linux uses 127.0.0.1:9050. project opensource find mr tajbakhsh github account repository onion harvester action onion harvester action may fork use project help creating onion database want contribute contact mstajbakhsh ir onion address onion harvester tor currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post"
AndroJava,"november 24 2017 onion harvester first step tor search engines academicandrojavasearch engine knowing possible web paths world initial step making search engine se means se one analyze web material he/she likes normal domain name system tld provider top level domain sell release list domains example .com tld sell release domains end “ .com “ problem complicated tor hidden service providers post talk tool named onion harvester find initial points finding hidden services crawled tor network investigated find onion addresses question tor stack exchange network found link conclusion two ways find onion addresses starting points crawling making search engine run hidden service directory hidden service publish address 6 9 hsdirs found users tries connect brute force address space exponentially time consuming first method fails 9 hsdirs controlled tor network check 9 hsdirs status link detailed information 9 hsdirs found link therefore add hsdir without verification tor developers addition defalt answered question tor stack exchange network “ harvesting onion addresses fixed next generation tor onion services fetch list running onion services hosting hsdir anymore. ” point view tor open source run tor network add hsdirs users use network instead tor tor network check link finding run tor network general may harvest whole address space onion specific ports check service open developed small multi thread java application named “ onion harvester ” harvest onion addresses generate onion addresses starting “ aaaaaaaaaaaaaaaa.onion ” “ 7777777777777777.onion ” address base-32 contains alphabet numbers except 0,1,8,9 totally addresses small program added flexibility program got exit signal stores next onion address resume program added switch –start resume scanning added configurable local tor socks5 address default tor bundle uses 127.0.0.1:9150 socks5 proxy tor binary linux uses 127.0.0.1:9050. project opensource find mr tajbakhsh github account repository onion harvester action onion harvester action may fork use project help creating onion database want contribute contact mstajbakhsh ir onion address onion harvester tor currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post"
Search Engine,"november 24 2017 onion harvester first step tor search engines academicandrojavasearch engine knowing possible web paths world initial step making search engine se means se one analyze web material he/she likes normal domain name system tld provider top level domain sell release list domains example .com tld sell release domains end “ .com “ problem complicated tor hidden service providers post talk tool named onion harvester find initial points finding hidden services crawled tor network investigated find onion addresses question tor stack exchange network found link conclusion two ways find onion addresses starting points crawling making search engine run hidden service directory hidden service publish address 6 9 hsdirs found users tries connect brute force address space exponentially time consuming first method fails 9 hsdirs controlled tor network check 9 hsdirs status link detailed information 9 hsdirs found link therefore add hsdir without verification tor developers addition defalt answered question tor stack exchange network “ harvesting onion addresses fixed next generation tor onion services fetch list running onion services hosting hsdir anymore. ” point view tor open source run tor network add hsdirs users use network instead tor tor network check link finding run tor network general may harvest whole address space onion specific ports check service open developed small multi thread java application named “ onion harvester ” harvest onion addresses generate onion addresses starting “ aaaaaaaaaaaaaaaa.onion ” “ 7777777777777777.onion ” address base-32 contains alphabet numbers except 0,1,8,9 totally addresses small program added flexibility program got exit signal stores next onion address resume program added switch –start resume scanning added configurable local tor socks5 address default tor bundle uses 127.0.0.1:9150 socks5 proxy tor binary linux uses 127.0.0.1:9050. project opensource find mr tajbakhsh github account repository onion harvester action onion harvester action may fork use project help creating onion database want contribute contact mstajbakhsh ir onion address onion harvester tor currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post"
Tutorial,november 2 2017 web application vulnerability sqli tutorialuniversity last wednesday small talk sqli web application vulnerability prevent write tools resources used learning sqli learning prevention sqli session one best resources learning lies practicing practice make perfect therefore penetration vulnerable web application make learning much easier damn vulnerable web application dvwa one vulnerable web applications learning applications gets vulnerabilities sample injections tests special vm created session sqli 1 sqli 2 sqli 3 tools dynamically analyzing web application sqlmap nosqlmap sqliv grryfin also talked statically analyze web application introduced rips one powerful frameworks finding bugs web application following image screenshot rips scanner dvwa 1.9. sqli rips also web application firewalls wafs help web servers passing user input vulnerable web application modsecurity handle user input along apache wafs … end session ended fun 🙂 may follow sessions uut ceit group uut ceit instagram uut ceit telegram channel web site uutidev sqli prevention session dynamic analysis session static analysis web application currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
University,november 2 2017 web application vulnerability sqli tutorialuniversity last wednesday small talk sqli web application vulnerability prevent write tools resources used learning sqli learning prevention sqli session one best resources learning lies practicing practice make perfect therefore penetration vulnerable web application make learning much easier damn vulnerable web application dvwa one vulnerable web applications learning applications gets vulnerabilities sample injections tests special vm created session sqli 1 sqli 2 sqli 3 tools dynamically analyzing web application sqlmap nosqlmap sqliv grryfin also talked statically analyze web application introduced rips one powerful frameworks finding bugs web application following image screenshot rips scanner dvwa 1.9. sqli rips also web application firewalls wafs help web servers passing user input vulnerable web application modsecurity handle user input along apache wafs … end session ended fun 🙂 may follow sessions uut ceit group uut ceit instagram uut ceit telegram channel web site uutidev sqli prevention session dynamic analysis session static analysis web application currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Cryptography,october 13 2017 “ introduction cryptography pgp ” workshop cryptographyuniversity workshop titled “ introduction cryptography pgp ” urmia university technology talked basic concepts signature encryption using asymmetric cryptography talked pgp one main usages system followed workshop configuring thunderbird gpg4win applying pgp email system may find contents previous post gpg thunderbird way pgp works pictures session introduction cryptography pgp 1 introduction cryptography pgp 2 introduction cryptography pgp 3 introduction cryptography pgp 4 introduction cryptography pgp 5 introduction cryptography pgp 6 sessions information noticed uut computer society telegram channel gpg pgp university uut workshop currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
University,october 13 2017 “ introduction cryptography pgp ” workshop cryptographyuniversity workshop titled “ introduction cryptography pgp ” urmia university technology talked basic concepts signature encryption using asymmetric cryptography talked pgp one main usages system followed workshop configuring thunderbird gpg4win applying pgp email system may find contents previous post gpg thunderbird way pgp works pictures session introduction cryptography pgp 1 introduction cryptography pgp 2 introduction cryptography pgp 3 introduction cryptography pgp 4 introduction cryptography pgp 5 introduction cryptography pgp 6 sessions information noticed uut computer society telegram channel gpg pgp university uut workshop currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Cryptography,september 30 2017 pgp works cryptographypersonaltutorial “ encrypting emails using pgp/gpg ” described configure gpg pgp enigmail thunderbird sending signed encrypted emails inner process pgp described post describe pgp works emulation process pgp covered nice cryptography tool named cryptoolv2 pgp pgp brief introduction symmetric encryption good good performance/speed encryption/decryption main problem transferring keys alice bob alice bob two characters want send encrypted messages commonly used names cryptographic systems information check alice bob side power asymmetric encryption considerable every participant two keys public key e accessible everyone system private key accessible participant one major abilities cryptography system key transfer easy public key beside abilities lags encryption/decryption large amount data want know asymmetric encryption/decryption meaning signature encrypting private key encryption encrypting public key check public-key cryptography pgp stands pretty good privacy uses power asymmetric symmetric encryption symmetric encryption lacks key transfer transferred asymmetric encryption key size large comparison data going encrypted/decrypted system ok. encrypt content random symmetric key k sign encrypt k sender private key receiver public key system depicted figure sender sign k encrypts receiver public key pgp overall system cryptool cryptool nice gui based tool testing learning cryptography used version 2 program run microsoft windows tool accessible cryptoolv2 following picture shows screenshot program action cryptool v2 pgp cryptool configured pgp protocol cryptool add signature encryption system first picture shows overall system process pgp overall system following picture shows detailed work part noticed elements figure rsa stands asymmetric encryption/decryption system aes symmetric encryption/decryption key generator generating private public keys pgp detailed final picture shows system action shown decrypted message plain text message “ hello world “ pgp action project attached following file may download test file like cryptool v2 download link cryptography cryptool encryption pgp signature currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Personal,september 30 2017 pgp works cryptographypersonaltutorial “ encrypting emails using pgp/gpg ” described configure gpg pgp enigmail thunderbird sending signed encrypted emails inner process pgp described post describe pgp works emulation process pgp covered nice cryptography tool named cryptoolv2 pgp pgp brief introduction symmetric encryption good good performance/speed encryption/decryption main problem transferring keys alice bob alice bob two characters want send encrypted messages commonly used names cryptographic systems information check alice bob side power asymmetric encryption considerable every participant two keys public key e accessible everyone system private key accessible participant one major abilities cryptography system key transfer easy public key beside abilities lags encryption/decryption large amount data want know asymmetric encryption/decryption meaning signature encrypting private key encryption encrypting public key check public-key cryptography pgp stands pretty good privacy uses power asymmetric symmetric encryption symmetric encryption lacks key transfer transferred asymmetric encryption key size large comparison data going encrypted/decrypted system ok. encrypt content random symmetric key k sign encrypt k sender private key receiver public key system depicted figure sender sign k encrypts receiver public key pgp overall system cryptool cryptool nice gui based tool testing learning cryptography used version 2 program run microsoft windows tool accessible cryptoolv2 following picture shows screenshot program action cryptool v2 pgp cryptool configured pgp protocol cryptool add signature encryption system first picture shows overall system process pgp overall system following picture shows detailed work part noticed elements figure rsa stands asymmetric encryption/decryption system aes symmetric encryption/decryption key generator generating private public keys pgp detailed final picture shows system action shown decrypted message plain text message “ hello world “ pgp action project attached following file may download test file like cryptool v2 download link cryptography cryptool encryption pgp signature currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Tutorial,september 30 2017 pgp works cryptographypersonaltutorial “ encrypting emails using pgp/gpg ” described configure gpg pgp enigmail thunderbird sending signed encrypted emails inner process pgp described post describe pgp works emulation process pgp covered nice cryptography tool named cryptoolv2 pgp pgp brief introduction symmetric encryption good good performance/speed encryption/decryption main problem transferring keys alice bob alice bob two characters want send encrypted messages commonly used names cryptographic systems information check alice bob side power asymmetric encryption considerable every participant two keys public key e accessible everyone system private key accessible participant one major abilities cryptography system key transfer easy public key beside abilities lags encryption/decryption large amount data want know asymmetric encryption/decryption meaning signature encrypting private key encryption encrypting public key check public-key cryptography pgp stands pretty good privacy uses power asymmetric symmetric encryption symmetric encryption lacks key transfer transferred asymmetric encryption key size large comparison data going encrypted/decrypted system ok. encrypt content random symmetric key k sign encrypt k sender private key receiver public key system depicted figure sender sign k encrypts receiver public key pgp overall system cryptool cryptool nice gui based tool testing learning cryptography used version 2 program run microsoft windows tool accessible cryptoolv2 following picture shows screenshot program action cryptool v2 pgp cryptool configured pgp protocol cryptool add signature encryption system first picture shows overall system process pgp overall system following picture shows detailed work part noticed elements figure rsa stands asymmetric encryption/decryption system aes symmetric encryption/decryption key generator generating private public keys pgp detailed final picture shows system action shown decrypted message plain text message “ hello world “ pgp action project attached following file may download test file like cryptool v2 download link cryptography cryptool encryption pgp signature currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
IoT,september 8 2017 control home iot remotely graphically iotpersonalraspberrypi “ control home iot ” configuration steps controlling home iot system remotely described post describe control system graphically main steps installation previous post including installing tor configuring hidden service describe remote connection using vnc vnc stands virtual network computation protocol graphically control remote servers also nice web gui vnc named novnc describe installing vnc4server vnc server novnc installing vnc4server step install vnc4server home iot raspbian iot raspbian vnc sudo apt-get update sudo apt-get install vnc4server start vnc4server using vnc4server command vnc4server vnc4server asks provide password maximum 8 characters starting vnc4server installing novnc novnc installed using apt-get may check link documentation installing novnc sudo apt-get install novnc prefer launching code github commands link echo sudo apt-get install git websockify br br br br git clone git //github.com/kanaka/novnc launch without wss/ssl support ./novnc/utils/launch.sh -- vnc ip port launch wss/ssl support ./launch.sh -- cert /path/self.pem -- vnc ip port cloning novnc voila everything ready fire place 127.0.0.1 ip 5901 port commands ./novnc/utils/launch.sh -- vnc 127.0.0.1:5901 starting novnc see accept port 6080 browser proxy input commands vnc port 5901 forgot start vnc4server start forgot password vnc reset typing vncpasswd terminal final step add tor hidden services add following line previously configured torrc file restart tor hiddenserviceport 80 127.0.0.1:6080 sequence remote desktop service follows iot raspbian vnc – connection sequence every thing ok. start tor browser anywhere type hostname check create tor hidden service previous post tor browser iot raspbian vnc – novnc pressing connect button insert password iot raspbian vnc – password password correct accessed remote desktop vnc iot raspbian vnc – done hidden service iot novnc raspberrypi tor vnc currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Personal,september 8 2017 control home iot remotely graphically iotpersonalraspberrypi “ control home iot ” configuration steps controlling home iot system remotely described post describe control system graphically main steps installation previous post including installing tor configuring hidden service describe remote connection using vnc vnc stands virtual network computation protocol graphically control remote servers also nice web gui vnc named novnc describe installing vnc4server vnc server novnc installing vnc4server step install vnc4server home iot raspbian iot raspbian vnc sudo apt-get update sudo apt-get install vnc4server start vnc4server using vnc4server command vnc4server vnc4server asks provide password maximum 8 characters starting vnc4server installing novnc novnc installed using apt-get may check link documentation installing novnc sudo apt-get install novnc prefer launching code github commands link echo sudo apt-get install git websockify br br br br git clone git //github.com/kanaka/novnc launch without wss/ssl support ./novnc/utils/launch.sh -- vnc ip port launch wss/ssl support ./launch.sh -- cert /path/self.pem -- vnc ip port cloning novnc voila everything ready fire place 127.0.0.1 ip 5901 port commands ./novnc/utils/launch.sh -- vnc 127.0.0.1:5901 starting novnc see accept port 6080 browser proxy input commands vnc port 5901 forgot start vnc4server start forgot password vnc reset typing vncpasswd terminal final step add tor hidden services add following line previously configured torrc file restart tor hiddenserviceport 80 127.0.0.1:6080 sequence remote desktop service follows iot raspbian vnc – connection sequence every thing ok. start tor browser anywhere type hostname check create tor hidden service previous post tor browser iot raspbian vnc – novnc pressing connect button insert password iot raspbian vnc – password password correct accessed remote desktop vnc iot raspbian vnc – done hidden service iot novnc raspberrypi tor vnc currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
RaspberryPi,september 8 2017 control home iot remotely graphically iotpersonalraspberrypi “ control home iot ” configuration steps controlling home iot system remotely described post describe control system graphically main steps installation previous post including installing tor configuring hidden service describe remote connection using vnc vnc stands virtual network computation protocol graphically control remote servers also nice web gui vnc named novnc describe installing vnc4server vnc server novnc installing vnc4server step install vnc4server home iot raspbian iot raspbian vnc sudo apt-get update sudo apt-get install vnc4server start vnc4server using vnc4server command vnc4server vnc4server asks provide password maximum 8 characters starting vnc4server installing novnc novnc installed using apt-get may check link documentation installing novnc sudo apt-get install novnc prefer launching code github commands link echo sudo apt-get install git websockify br br br br git clone git //github.com/kanaka/novnc launch without wss/ssl support ./novnc/utils/launch.sh -- vnc ip port launch wss/ssl support ./launch.sh -- cert /path/self.pem -- vnc ip port cloning novnc voila everything ready fire place 127.0.0.1 ip 5901 port commands ./novnc/utils/launch.sh -- vnc 127.0.0.1:5901 starting novnc see accept port 6080 browser proxy input commands vnc port 5901 forgot start vnc4server start forgot password vnc reset typing vncpasswd terminal final step add tor hidden services add following line previously configured torrc file restart tor hiddenserviceport 80 127.0.0.1:6080 sequence remote desktop service follows iot raspbian vnc – connection sequence every thing ok. start tor browser anywhere type hostname check create tor hidden service previous post tor browser iot raspbian vnc – novnc pressing connect button insert password iot raspbian vnc – password password correct accessed remote desktop vnc iot raspbian vnc – done hidden service iot novnc raspberrypi tor vnc currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
IoT,august 18 2017 control home iot iotpersonal means iot lots things connected controlled internet smart homes small tutorial discuss personal smart home solutions remotely control small word “ control home iot system tor ” 🙂 solutions making home smart iot multiple solutions google home amazon echo apple home kit examples beside open source projects used install smart home equipment hassbian generally raspbian installing raspbian virtually discuss installing raspbian virtually mentioned need install raspbian need install raspberripi alternately install virtually use special emulators running raspbian since compiled arm architecture intel x86 amd x64 etc follow instructions azeria labs install virtual raspbian qemu emulator ubuntu 16.04 x64 install qemu-system ubuntu sudo apt-get install qemu-system installing qemu emulator download raspbian kernel download raspbian kernel emulator tutorial used raspbian jessie link qemu rpi kernel downloaded link downloaded 2017-07-05-raspbian-jessie.zip raspbian kernel-qemu-4.4.34-jessie kernel unzipped raspbian unzip 2017-07-05-raspbian-jessie.zip.zip archive 2017-07-05-raspbian-jessie.zip inflating 2017-07-05-raspbian-jessie.img fdisk -l 2017-07-05-raspbian-jessie.img disk 2017-07-05-raspbian-jessie.img 4.3 gib 4661483520 bytes 9104460 sectors units sectors 1 512 512 bytes sector size logical/physical 512 bytes 512 bytes i/o size minimum/optimal 512 bytes 512 bytes disklabel type dos disk identifier 0x970b8044 device boot start end sectors size id type 2017-07-05-raspbian-jessie.img1 8192 93596 85405 41.7m c w95 fat32 lba 2017-07-05-raspbian-jessie.img2 94208 9104459 9010252 4.3g 83 linux see last line img2 part start 94208 94208 x 512 48234496 bytes sudo mkdir /mnt/raspbian sudo mount -v -o offset=48234496 -t ext4 2017-07-05-raspbian-jessie.img /mnt/raspbian sudo nano /mnt/raspbian/etc/ld.so.preload comment every line starting sudo nano /mnt/raspbian/etc/fstab azeria labs see anything mmcblk0 fstab replace first entry containing /dev/mmcblk0p1 /dev/sda1 replace second entry containing /dev/mmcblk0p2 /dev/sda2 save exit finally unmount image sudo umount /mnt/raspbian run qemu following command qemu-system-arm -kernel kernel-qemu-4.4.34-jessie -cpu arm1176 -m 256 -m versatilepb -serial stdio -append `` root=/dev/sda2 rootfstype=ext4 rw -hda 2017-07-05-raspbian-jessie.img -redir tcp:5022 :22 -no-reboot see qemu start raspbian like write raspbian image sdcard insert raspberrypi os ready starting raspbian booting raspbian vola raspbian jessie enable ssh using sudo service ssh start connect using ssh email protected -p 5022 default user pi password raspberry ssh raspbian remote control alternatives aim remote control scenarios 1 using mqtt like protocols scenario smart home solution behind nat send data public mqtt server private one send receive massive data remote desktop 2 opening ports router modem somthing like upnp risky open direct access system 3 another alternative avoid port forwarding send large data using tor hidden services allows connect iot system indirectly behind nat installing tor hidden service raspbian raspbian like debian ubuntu repository full arm compiled software tor install tor system using following command sudo apt-get install tor installing tor raspbian may change time zone run following command sych raspbian time sudo sntp -s time.nist.gov installing tor config hidden service edit /etc/tor/torrc nano sudo nano /etc/tor/torrc add following lines hiddenservicedir /home/pi/desktop hiddenserviceport 22 127.0.0.1:22 hiddenserviceport 80 127.0.0.1:6008 save file using ctrl+o ctrl+x exit restart tor using sudo service tor restart tor follows starting tor raspbian find onion address /home/pi/desktop/hostname 16 characters ended “ .onion ” ssh ssh almost done config client outside network connect onion address install proxy-connect client sudo apt-get install proxy-connect change /etc/ssh/ssh_config file add following lines host .onion proxycommand connect -s localhost:9050 h p save file enjoy using ssh tor case ssh email protected everything ok. connect everywhere home iot server connected iot server tor next post describe remote desktop access raspbian 🙂 iot remote access smart home tor currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
Personal,august 18 2017 control home iot iotpersonal means iot lots things connected controlled internet smart homes small tutorial discuss personal smart home solutions remotely control small word “ control home iot system tor ” 🙂 solutions making home smart iot multiple solutions google home amazon echo apple home kit examples beside open source projects used install smart home equipment hassbian generally raspbian installing raspbian virtually discuss installing raspbian virtually mentioned need install raspbian need install raspberripi alternately install virtually use special emulators running raspbian since compiled arm architecture intel x86 amd x64 etc follow instructions azeria labs install virtual raspbian qemu emulator ubuntu 16.04 x64 install qemu-system ubuntu sudo apt-get install qemu-system installing qemu emulator download raspbian kernel download raspbian kernel emulator tutorial used raspbian jessie link qemu rpi kernel downloaded link downloaded 2017-07-05-raspbian-jessie.zip raspbian kernel-qemu-4.4.34-jessie kernel unzipped raspbian unzip 2017-07-05-raspbian-jessie.zip.zip archive 2017-07-05-raspbian-jessie.zip inflating 2017-07-05-raspbian-jessie.img fdisk -l 2017-07-05-raspbian-jessie.img disk 2017-07-05-raspbian-jessie.img 4.3 gib 4661483520 bytes 9104460 sectors units sectors 1 512 512 bytes sector size logical/physical 512 bytes 512 bytes i/o size minimum/optimal 512 bytes 512 bytes disklabel type dos disk identifier 0x970b8044 device boot start end sectors size id type 2017-07-05-raspbian-jessie.img1 8192 93596 85405 41.7m c w95 fat32 lba 2017-07-05-raspbian-jessie.img2 94208 9104459 9010252 4.3g 83 linux see last line img2 part start 94208 94208 x 512 48234496 bytes sudo mkdir /mnt/raspbian sudo mount -v -o offset=48234496 -t ext4 2017-07-05-raspbian-jessie.img /mnt/raspbian sudo nano /mnt/raspbian/etc/ld.so.preload comment every line starting sudo nano /mnt/raspbian/etc/fstab azeria labs see anything mmcblk0 fstab replace first entry containing /dev/mmcblk0p1 /dev/sda1 replace second entry containing /dev/mmcblk0p2 /dev/sda2 save exit finally unmount image sudo umount /mnt/raspbian run qemu following command qemu-system-arm -kernel kernel-qemu-4.4.34-jessie -cpu arm1176 -m 256 -m versatilepb -serial stdio -append `` root=/dev/sda2 rootfstype=ext4 rw -hda 2017-07-05-raspbian-jessie.img -redir tcp:5022 :22 -no-reboot see qemu start raspbian like write raspbian image sdcard insert raspberrypi os ready starting raspbian booting raspbian vola raspbian jessie enable ssh using sudo service ssh start connect using ssh email protected -p 5022 default user pi password raspberry ssh raspbian remote control alternatives aim remote control scenarios 1 using mqtt like protocols scenario smart home solution behind nat send data public mqtt server private one send receive massive data remote desktop 2 opening ports router modem somthing like upnp risky open direct access system 3 another alternative avoid port forwarding send large data using tor hidden services allows connect iot system indirectly behind nat installing tor hidden service raspbian raspbian like debian ubuntu repository full arm compiled software tor install tor system using following command sudo apt-get install tor installing tor raspbian may change time zone run following command sych raspbian time sudo sntp -s time.nist.gov installing tor config hidden service edit /etc/tor/torrc nano sudo nano /etc/tor/torrc add following lines hiddenservicedir /home/pi/desktop hiddenserviceport 22 127.0.0.1:22 hiddenserviceport 80 127.0.0.1:6008 save file using ctrl+o ctrl+x exit restart tor using sudo service tor restart tor follows starting tor raspbian find onion address /home/pi/desktop/hostname 16 characters ended “ .onion ” ssh ssh almost done config client outside network connect onion address install proxy-connect client sudo apt-get install proxy-connect change /etc/ssh/ssh_config file add following lines host .onion proxycommand connect -s localhost:9050 h p save file enjoy using ssh tor case ssh email protected everything ok. connect everywhere home iot server connected iot server tor next post describe remote desktop access raspbian 🙂 iot remote access smart home tor currently candidate urmia university interested social network analysis big data mining nlp academical field well guitar nature android view posts previous post next post
